location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Viaducto Miguel Alemán, Roma Sur, Cuauhtémoc, Distrito Federal",Viaducto Miguel Alemán,"Entrega inmediata16 departamentos en total8 disponibles:101 = $4'624,150 = 3/2/1 = 105.57 m2 = 92.3 + 8 y 5.27 m balcones102 = $4'157,440 = 2/2/1 = 96.47 m2 = 84.5 + 6.7 y 5.37 m balcones201 = $4'415,575 = 3/2/1 = 98.8 m2 = 89.8 + 9 m balcón301 = $4'548,304 = 3/2/1 = 101.3 m2 = 92.3 + 9 m balcón402 = $4'061,500 = 2/2/1 = 91.2 m2 = 84.5 + 6.7 m balcón501 = $4'548,300 = 3/2/1 = 101.3 m2 = 92.3 + 9 m balcón601 = $4'455,575 = 3/2/1 = 98.8 m2 = 89.8 + 9 balcón701 = $4'568,300 = 3/2/1 = 101.3 m2 = 92.3 + 9 balcónRoof garden comunalLobbyElevadorVigilancia 24/7",Jrasesores,19.4020904,-99.1626636,6,4,2,1,2,84,4061500,48351.19048,Viaducto Presidente Miguel Alemán,Colonia Piedad Narvarte,3103
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Proyecto integral que consta de un area comercial y un desarrollo residencial con 174 departamentos de maximo confort, lujo y sofisticación. Cuenta con una ubicacion privilegiada donde podras disfrutar de una vida en armonia con su entorno. Bajo el concepto: Seamless living, donde la comodidad y experiencia es medular para una vida intuitiva y practica.Cuenta con 4 sotanos de estacionamiento 1nivel y medio son para area comercial y el resto para el residencial. Siendo asi que todos los departamentos de 1 y 2 recamaras cuentas solo con 1 cajon de estacionamiento pero en el modelo de 3 recamaras todos tienen 2 cajones (solamente los de 2 recamaras podrían comprar 1 extra sujeto a disponibilidad).Es un edificio de 9 niveles dividido en 2 niveles de area comercial, 6 niveles de vivienda y 1 nivel que son 1845m2 de amenidades. Son 174 unidades y 29 unidades por piso.Amenidades: Terrazas privadas con asador, Gimnasio, Coworking y Playground. Adicional en el área comercial contarán con un PetPark que podrán usar tambien. El proyecto es PetFriendly.Entrega Agosto 2023",Rent A House Cdmx,19.4127205,-99.1547904,7,4.081349206,1,1,1,48,3306533,68886.10417,Avenida Cuauhtémoc,Centro Urbano Benito Juárez,6700
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Querétaro,"EXCELENTE DEPARTAMENTO EN EDIFICIO NUEVO, INIGUALABLE UBICACIÓN EN LA COLONIA ROMA A UNAS CUADRAS DEL PARQUE ESPAÑA Y DEL MERCADO ROMA!!89 M2BONITOS ACABADOSAMPLIA SALA COMEDOR CON UN PEQUEÑO BALCONCOCINA INTEGRAL ABIERTA2 RECAMARAS + 2 BAÑOSLA PRINCIPAL CON VESTIDORCUARTO DE LAVADO1 LUGAR DE ESTACIONAMIENTOVIGILANCIA 24 HORASHAY UNA PENSIÓN AL LADO DEL EDIFICIO PARA OTRO ESTACIONAMIENTOAREAS COMUNES: BONITA ALBERCA, ROOF GARDEN CON PRECIOSA VISTA PANORÁMICA A TODA LA CIUDAD, GIMNASIO, AREA DE YOGA, GRILL...¡EXCELENTE OPCIÓN!",Inmobiliariahaz,19.4136591,-99.1653045,3,4,2,1,2,89,5399999,60674.14607,Avenida Querétaro,Colonia Roma Norte,6700
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Aguascalientes,"Desarrollo ""Los Panchos"", listo para entrega en Marzo 2022, es un proyecto de intervención mayor en un edificio de los años 40s de la Col. Roma Sur, para crear 9 departamentos increíbles con un Roof Garden común. El edificio fue construido originalmente por uno de los integrantes del trío musical Los Panchos, y es de ahí que proviene la inspiración del desarrollo. Cada uno de los 9 departamentos, todos únicos, es inspirado por alguna de las nueve interpretaciones más representativas del Tri, dando paso a su programa, estilo e incluso, a su timbre, que suena al ritmo de la canción que da nombre a cada uno de los departamentos.SOLO 3 UNIDADES DISPONIBLES, excelente oportunidad de inversión y/o para rentas vacacionales. Departamento ""Bésame Mucho:""- Ubicación en planta baja- 2 recámaras- 1 baño completo- Estancia sala comedor- Cocina integral- 2 Patios- Departamento 60.31 m2 y balcón 7.61 m2- Amenidades: Seguridad 24/7, Roof Garden común y laundry room.",Habitare Luxury Living,19.4090847,-99.1643185,3,3,1,1,2,67,4314445,64394.70149,Calle Aguascalientes,Centro Urbano Benito Juárez,6760
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Aguascalientes,"Desarrollo ""Los Panchos"", listo para entrega en Marzo 2022, es un proyecto de intervención mayor en un edificio de los años 40s de la Col. Roma Sur, para crear 9 departamentos increíbles con un Roof Garden común. El edificio fue construido originalmente por uno de los integrantes del trío musical Los Panchos, y es de ahí que proviene la inspiración del desarrollo. Cada uno de los 9 departamentos, todos únicos, es inspirado por alguna de las nueve interpretaciones más representativas del Tri, dando paso a su programa, estilo e incluso, a su timbre, que suena al ritmo de la canción que da nombre a cada uno de los departamentos.SOLO 3 UNIDADES DISPONIBLES, excelente oportunidad de inversión y/o para rentas vacacionales. Departamento ""Contigo:""- Ubicación en segundo piso- 2 recámaras- 2 baño completos- Estancia sala comedor- Cocina integral con barra- Balcón- Departamento 70.20 m2 y balcón 4.20 m2- Amenidades: Seguridad 24/7, Roof Garden común y laundry room.",Habitare Luxury Living,19.4090847,-99.1643185,3,4,2,1,2,74,4996100,67514.86486,Calle Aguascalientes,Centro Urbano Benito Juárez,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Hermoso Departamento muy bien ubicado a 1 cuadra de Insurgentes y de la estación del metrobus Nuevo León. Excelentes acabados en piso y ventanas con persiana, cuenta con 2 Recamaras, 2 Baños Completos, cuarto de lavado, amplia sala comedor. El desarrollo cuenta con vigilancia 24/7, Roof Garden común, Balcón y excelente decoración y acabados.",Rent A House Cdmx,19.4052747,-99.1690454,7,4.081349206,2,1,2,91,4850000,53296.7033,Calle Chilpancingo,Colonia Hipódromo,6100
"Roma Sur, Cuauhtémoc, Distrito Federal",,"MLS #22-3194Proyecto integral que consta de un area comercial y un desarrollo residencial con 174 departamentos de maximo confort, lujo y sofisticación. Cuenta con una ubicacion privilegiada donde podras disfrutar de una vida en armonia con su entorno. Bajo el concepto: Seamless living, donde la comodidad y experiencia es medular para una vida intuitiva y practica.",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,1,1,1,45,3615970,80354.88889,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,El vendedor no incluyó una descripción del inmueble.,Rent A House Cdmx,19.4184344,-99.1558187,7,4.081349206,1,1,1,60,3395000,56583.33333,Calle Chihuahua,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Disfruta de tu nuevo hogar recién remodelado en Córdoba, colonia Roma Norte, alcaldía Cuauhtémoc. Hermoso departamento en venta, con vista hacia el exterior, superficie de construcción de 86m2. Ubicado en el corazón de la colonia Roma, una de las mejores zonas de la ciudad donde podrás encontrar restaurantes, bares, centros recreativos, medios de transporte, bancos, farmacias, etc.El departamento cuenta con una excelente sala- comedor que lleva hacia la cocina con espacios abiertos, 2 baños completos con elegantes detalles y 3 amplias recámaras. Todos los espacios tienen un estilo moderno con piso cerámico, carpintería y acabados de alta calidad y eldepartamento se encuentra en un tercer nivel, cuenta con elevador y un cajón de estacionamiento.",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,2,1,3,86,4495000,52267.44186,Calle Colima,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamento en venta de valor residencial, en un edificio clásico restaurado preservando la forma original del inmueble estilo Art Deco, nos aseguramos de que vivas con toda la comodidad y tecnología que se espera de un edificio contemporáneo. Sala-comedor, cocina con balcón, lavandería, recámaras con clóset y recámara principal con baño propio y balcón. Ubicado en colonia Roma (a tan sólo una cuadra de la glorieta de Cibeles y glorieta de los Insurgentes), misma cuyas calles llenas de galerías de arte y los restaurantes más frecuentadas por los artistas y los amantes de la mejor gastronomía en la CDMX. En una ciudad dominada por los automóviles, tendrás la oportunidad de trasladarte en bicicleta. Sin perder la tradicional vida de barrio, sus calles se van abriendo poco a poco a exploraciones artísticas, gastronómicas y musicales. Es un gran punto de partida para quien quiera disfrutar la CDMX más contemporánea. La planta baja contará con un área comercial. Sin estacionamiento.",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,2,1,2,81,5292000,65333.33333,Calle Colima,Colonia Roma Norte,6700
"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Av Chapultepec,"La torre de 10 pisos consiste en un grupo de unidades basadas en un concepto de vivienda mínima habitable en una distribución funcional y adaptada al estilo de vida de la metrópoli, entre la suite de un hotel boutique, apartamentos tipo loft o bajo el modelo de estudio.Aquí la amplitud es consecuencia de la distribución de los espacios y el perfilamiento arquitectónico y constructivo que privilegia la iluminación natural. La accesibilidad de Chapultepec a toda modalidad de transporte privado y público en la Ciudad de México, es respetuosa de las preexistencias artísticas e históricas y ofrece un diálogo abierto al paisaje urbano.Se trata de una arquitectura que postula una ciudad donde se puede caminar al trabajo y se reduce la dependencia del automóvil, donde se construye con preferencia en las zonas centrales que cuentan con la infraestructura urbana y de transporte que las hace accesibles y viables a residentes con diferentes estilos de vida.Departamentos desde 34 m2, con ventanales amplios que brindan iluminación natural, con acabados a elección entre dos tipos.Con gran inversión a tu alcance, puedes comprar con $50,000.00 MXN + mensualidades de $15,000.00 pesos.Exclusivas Co-Amenidades:- Servicio de Limpieza a Departamentos.- Consolidación de Servicios- Recepción de e-commerce- Cuarto de lavado- Servicio de Herramientas- Coworking- WiFi- Roof Top Lounge- Espacio Fitness- BicicletasColonia Roma y Chapultepec a diversos puntos de encuentro de la ciudad a pie:° Fuente de las Cibeles 7 minutos.° Glorieta de los Insurgentes 10 minutos.° Metro Sevilla 3 minutos° Fuente de la Diana Cazadora 6 minutos° Foro Shakespeare 12 minutos° Parque España 14 minutos° Ángel de la Independencia 14 minutos° Jardín de las Naciones Unidas 14 minutos° Torre Mayor 13 minutos.Ubicación con Plusvalía y alta demanda en rentas de corta estanciaENTREGA PREVISTA ABRIL 202425 UNIDADES DISPONIBLES.------------------------------------------KaAr",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,8,4.081349206,1,1,1,37,2792170,75464.05405,Calle Tabasco,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Proyecto integral que consta de un area comercial y un desarrollo residencial con 174 departamentos de maximo confort, lujo y sofisticación. Cuenta con una ubicacion privilegiada donde podras disfrutar de una vida en armonia con su entorno. Bajo el concepto: Seamless living, donde la comodidad y experiencia es medular para una vida intuitiva y practica.Cuenta con 4 sotanos de estacionamiento 1nivel y medio son para area comercial y el resto para el residencial. Siendo asi que todos los departamentos de 1 y 2 recamaras cuentas solo con 1 cajon de estacionamiento pero en el modelo de 3 recamaras todos tienen 2 cajones (solamente los de 2 recamaras podrían comprar 1 extra sujeto a disponibilidad).Es un edificio de 9 niveles dividido en 2 niveles de area comercial, 6 niveles de vivienda y 1 nivel que son 1845m2 de amenidades. Son 174 unidades y 29 unidades por piso.Amenidades: Terrazas privadas con asador, Gimnasio, Coworking y Playground. Adicional en el área comercial contarán con un PetPark que podrán usar tambien. El proyecto es PetFriendly.Entrega mayo 2023",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,1,1,1,48,3034124,63210.91667,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Hermoso Departamento muy bien ubicado a 1 cuadra de Insurgentes y de la estación del metrobus Nuevo León. Excelentes acabados en piso y ventanas con persiana, cuenta con 2 Recamaras, 2 Baños Completos, cuarto de lavado, amplia sala comedor. El desarrollo cuenta con vigilancia 24/7, Roof Garden Privado y común, Balcón, Family Room y excelentes acabados. Muy alumbrado y amplio. Excelente opción.",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,3,1,2,176,9500000,53977.27273,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Desarrollo inmobiliario localizado en uno de los barrios con mayor tradicion de CDMX : Roma Sur. 19 departamentos que van desde 100 a 125 M2,todos con espacios privados exteriores,desarrollandose entre amplias terrazas y luminosos patios interiores Cuenta con estancia comedor con terraza,cocina integrada,cuarto de lavado,,Rec, Ppal. con baño y vestidor ,recamara con baño, las dos con balcon,toilet",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,3,2,2,126,8700000,69047.61905,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Disfruta de tu nuevo hogar recién remodelado en Córdoba, colonia Roma Norte, alcaldía Cuauhtémoc. Hermoso departamento en venta, con vista hacia el exterior, superficie de construcción de 86m2. Ubicado en el corazón de la colonia Roma, una de las mejores zonas de la ciudad donde podrás encontrar restaurantes, bares, centros recreativos, medios de transporte, bancos, farmacias, etc.El departamento cuenta con una excelente sala- comedor que lleva hacia la cocina con espacios abiertos, 2 baños completos con elegantes detalles y 3 amplias recámaras. Todos los espacios tienen un estilo moderno con piso cerámico, carpintería y acabados de alta calidad y eldepartamento se encuentra en un tercer nivel, cuenta con elevador y un cajón de estacionamiento.",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,2,1,3,86,4495000,52267.44186,Calle Colima,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Amplio y comodo PH con acabados de lujo., Al mejor estilo de la Roma y ubicado en una de las calles mas culturales de la zona . Su distribucion 200m2 mas 84m2 de Roof G, 3 recamaras, family room, 3 baños, Sala, Comedor, Cocina integral con barra de granito 2 lugares de estacionamiento. Exclusivo edificio de solo 10 departamentos, vigilancia, elevador, Roof Garden, Asadores. Somos Rent A House.",Rent A House Cdmx,19.4158401,-99.1596792,7,4.081349206,3,2,3,284,12900000,45422.53521,Calle Zacatecas,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"La propiedad cuenta con excelente iluminación y distribución de espacios, estancia-comedor, cocina integral, 2 recámaras y 2 baños completos. Adicionalmente el edificio cuenta con seguridad las 24 horas del día, elevador y podrás disponer de 2 cajones de estacionamiento. Cerca de la zona encontrarás áreas verdes, así como restaurantes, centros comerciales y medios de transporte.",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,2,2,2,85,3995000,47000,Calle Colima,Colonia Roma Norte,6700
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Querétaro,"37 departamentos11 Pisos Disponible 401 = exterior = $8'500,000 = 152 m2 (145 m2 habitables + balcón 7 m)3 recámaras3 baños1 estacionamientoAlbercaGimnasioLobbyRoof garden comunitarioCámaras y personal de vigilancia 24/7Se aceptan mascotasElevadorMantenimiento $4,670Listo para entregaIMPORTANTE: Precios pueden cambiar si previo aviso.",Jrasesores,19.4195256,-99.162549,6,6,3,1,3,152,8500000,55921.05263,Calle Colima,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Amplio departamento de 193m2 y dos pisos internos, ubicado en la alcaldía Cuauhtémoc, una de las mejores zonas con más plusvalía de la CDMX. La vivienda está ubicada en un 6o piso, con elevador y una estupenda área común. Tiene 2 amplias recámaras, una de ellas con baño propio y closet. Una estancia espaciosa y muy iluminada, cocina independiente, área de lavado, 2 baños completos.",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,3,1,3,193,6195000,32098.4456,Calle Quintana Roo,Colonia Roma Sur,6760
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Coahuila,"Conoce Coahuila 193, hermoso desarrollo habitacional de 6 niveles ubicado en la Colonia Roma Norte, rodeado de parques, restaurantes, cafés, bares y más, vida cultural y grandes aventuras. Está a pocas cuadras de avenidas principales como: Av. Insurgentes Sur y Av. Viaducto Miguel Alemán, muy cerca al Hospital Siglo XXI. Este departamento exterior se ubica en el nivel 3 (301) y consta de 86.80 m2 habitables más una terraza de 10.22 m2. 2 recámaras, 2 baños completos, estancia/comedor, clóset de blancos, cocina integral, área de lavado. Acabados de lujo. 2 lugares de estacionamiento. Vigilancia 24/7.Amenidades: gym, ludoteca, salón de usos múltiples, roof garden común con asadores.",Morris Lan,19.4119026,-99.1596531,2,4,2,2,2,97,6042960,62298.5567,Calle Coahuila,Centro Urbano Benito Juárez,6700
